Job,Joblink,Company,Company Link,Job Tags,Date Posted,Compensation
"Designer (UX/UI, Graphics, Content)",https://angel.co/company/skillinabox/jobs/622497-designer-ux-ui-graphics-content,Skillinabox,https://angel.co/company/skillinabox,"Full Time · Gurgaon · Designer · Adobe Photoshop · Adobe Illustrator · Adobe InDesign
·



Posted
about 2 months
ago",,₹2L – ₹4L · 1.0% – 2.0%
Digital Marketing Specialist,https://angel.co/company/skillinabox/jobs/615330-digital-marketing-specialist,Skillinabox,https://angel.co/company/skillinabox,"Full Time · Gurgaon · Marketing · Digital Media · Social Media Marketing · Digital Marketing · Digital Strategy · Social Media Strategy
·



Posted
about 2 months
ago",,₹2L – ₹4L · 1.0% – 2.0%
Sr. HR Manager,https://angel.co/company/educommerce-technologies/jobs/650194-sr-hr-manager,EduCommerce Technologies,https://angel.co/company/educommerce-technologie,"Full Time · Bengaluru
·","Posted
about 24 hours
ago",₹5L – ₹15L · No equity
Sr. Software Engineer,https://angel.co/company/educommerce-technologies/jobs/624090-sr-software-engineer,EduCommerce Technologies,https://angel.co/company/educommerce-technologie,"Full Time · Bengaluru · Full-Stack Developer
·



Posted
about 1 month
ago",,₹20L – ₹50L · No equity
Business Wintership,https://angel.co/company/internshala-1/jobs/650188-business-wintership,Internshala,https://angel.co/company/internshala-1,"Internship · Gurgaon · Communication Skills
·","Posted
about 24 hours
ago","₹20,000 – ₹20,000 · No equity"
Marketing Manager,https://angel.co/company/internshala-1/jobs/650184-marketing-manager,Internshala,https://angel.co/company/internshala-1,"Full Time · Gurgaon · Creative · Communication Skills · Analytical skills
·","Posted
about 24 hours
ago",₹5L – ₹7L · No equity
Social Media Marketing,https://angel.co/company/internshala-1/jobs/539149-social-media-marketing,Internshala,https://angel.co/company/internshala-1,"Full Time · Gurgaon · Marketing · Social Media Marketing · Creative Writing · Marketing Management
·



Posted
6 months
ago",,₹5L – ₹6L · No equity
UI/UX Designer,https://angel.co/company/internshala-1/jobs/378627-ui-ux-designer,Internshala,https://angel.co/company/internshala-1,"Full Time · Gurgaon · UI/UX Designer · User Experience Design · User Interface Design · Adobe Photoshop · Adobe Illustrator
·



Posted
over 1 year
ago",,₹5.4L – ₹7.2L · No equity
Proofreading & Client Interaction Intern,https://angel.co/company/internshala-1/jobs/315914-proofreading-client-interaction-intern,Internshala,https://angel.co/company/internshala-1,"Internship · Gurgaon · Content Creator · Proficiency in English speaking and writing
·



Posted
almost 2 years
ago",,"₹90,000 – ₹90,000 · No equity"
Product Manager,https://angel.co/company/internshala-1/jobs/249452-product-manager,Internshala,https://angel.co/company/internshala-1,"Full Time · Gurgaon · Product Manager · MySQL · Communication Skills · Google Analytics · Web Technologies
·



Posted
over 2 years
ago",,₹4L – ₹6L · No equity
Web Developer,https://angel.co/company/internshala-1/jobs/117545-web-developer,Internshala,https://angel.co/company/internshala-1,"Full Time · Gurgaon · Backend Developer · Frontend Developer · Full-Stack Developer · PHP
·



Posted
over 3 years
ago",,₹4L – ₹6L · No equity
Business development executive,https://angel.co/company/agrowave/jobs/650181-business-development-executive,Agrowave,https://angel.co/company/agrowave,"Full Time · Gurgaon · Business Development · Sales · street smart
·","Posted
about 24 hours
ago",₹2.5L – ₹4L · No equity
CTM,https://angel.co/company/agrowave/jobs/623206-ctm,Agrowave,https://angel.co/company/agrowave,"Full Time · Gurgaon · Operations Manager · Management · People Management
·



Posted
about 2 months
ago",,₹4L – ₹6L · 1.0% – 4.0%
Corporate sales executive,https://angel.co/company/agrowave/jobs/597766-corporate-sales-executive,Agrowave,https://angel.co/company/agrowave,"Full Time · Gurgaon · Sales · Conversion Optimization · Sales and Marketing · Results Oriented
·



Posted
3 months
ago",,₹2.4L – ₹3.5L · No equity
Relationship executive,https://angel.co/company/agrowave/jobs/498436-relationship-executive,Agrowave,https://angel.co/company/agrowave,"Full Time · Gurgaon · Office Manager · Customer Relationship Management · Vendor Management · Invoicing & Payments Followup · Follow up with clients and prospects
·



Posted
9 months
ago",,₹2L – ₹3L · No equity
Business Development Intern,https://angel.co/company/agrowave/jobs/491526-business-development-intern,Agrowave,https://angel.co/company/agrowave,"Internship · Gurgaon · Business Development · Growth Hacker · Sales Development · Sales · Team Player · Customer Acquisition · MS Office · Customer Relationship Management · Client Relations
·



Posted
9 months
ago",,"₹96,000 – ₹1.44L · 0.0% – 0.1%"
Business Development Associate,https://angel.co/company/agrowave/jobs/466973-business-development-associate,Agrowave,https://angel.co/company/agrowave,"Full Time · Gurgaon · Business Development · Sales · Sales Strategy and Management · Team Player · MS Office · Customer Retention · Client Onboarding · Invoicing & Payments Followup
·



Posted
11 months
ago",,₹2.4L – ₹3.6L · No equity
Operations Executive - Field Research (Farm side),https://angel.co/company/agrowave/jobs/444472-operations-executive-field-research-farm-side,Agrowave,https://angel.co/company/agrowave,"Full Time · Remote possible · Haryana · Maharashtra · Punjab · Operations Manager
·



Posted
about 1 year
ago",,₹2.4L – ₹3L · No equity
Strategic Sales Analyst,https://angel.co/company/agrowave/jobs/281812-strategic-sales-analyst,Agrowave,https://angel.co/company/agrowave,"Full Time · Gurgaon · Sales · Sales and Marketing · Business Analysis
·



Posted
about 2 years
ago",,₹4L – ₹6L · 1.0% – 2.0%
Business Development Intern,https://angel.co/company/sicuremi-healthcare-technologies/jobs/650178-business-development-intern,SiCureMi Healthcare Technologies,https://angel.co/company/sicuremi-healthcare-technologie,"Internship · Indian Institute of Technology Delhi
·","Posted
1 day
ago",No salary · No equity
Marketing Intern,https://angel.co/company/sicuremi-healthcare-technologies/jobs/650174-marketing-intern,SiCureMi Healthcare Technologies,https://angel.co/company/sicuremi-healthcare-technologie,"Internship · Remote possible · Indian Institute of Technology Delhi
·","Posted
1 day
ago",No salary · No equity
Quality Assurance (Software Testing) Internship,https://angel.co/company/sicuremi-healthcare-technologies/jobs/542190-quality-assurance-software-testing-internship,SiCureMi Healthcare Technologies,https://angel.co/company/sicuremi-healthcare-technologie,"Internship · Indian Institute of Technology Delhi · QA Engineer · Software Testing · Test Cases · Functional Testing · Defect Logging and Tracking · Integration Testing
·



Posted
6 months
ago",,"₹5,000 – ₹10,000 · No equity"
Digital Marketing Intern,https://angel.co/company/sicuremi-healthcare-technologies/jobs/530435-digital-marketing-intern,SiCureMi Healthcare Technologies,https://angel.co/company/sicuremi-healthcare-technologie,"Full Time · Delhi · Indian Institute of Technology Delhi · Marketing · SEO/SEM · Social Media Marketing · Digital Marketing
·



Posted
7 months
ago",,"₹60,000 – ₹1.2L · No equity"
Business Development Executive,https://angel.co/company/sicuremi-healthcare-technologies/jobs/463500-business-development-executive,SiCureMi Healthcare Technologies,https://angel.co/company/sicuremi-healthcare-technologie,"Full Time · New Delhi · Sales · Marketing · Business Development · Operations · Product Marketing · Sales and Marketing · Good communication skills & Sales.
·



Posted
11 months
ago",,₹2L – ₹4L · No equity
Computer vision and AI/ML Developer,https://angel.co/company/byteforce-1/jobs/650177-computer-vision-and-ai-ml-developer,Byteforce,https://angel.co/company/byteforce-1,"Full Time · Hyderabad · Python · Computer Vision · Cloud Services · Deep Learning · Machine Learning Data Science Python · TensorFlow · Python (web Scraping - Beautiful Soup, Scikit-Learn, Numpy, Scipy, Pandas) · Deep Learning Frameworks: PyTorch, Tensorflow.
·","Posted
1 day
ago","₹90,000 – ₹1.1L · No equity"
Solution Architect,https://angel.co/company/vlinkinfo-1/jobs/650172-solution-architect,Vlinkinfo,https://angel.co/company/vlinkinfo-1,"Full Time · Bengaluru · Java · Solution Architect · Solutions Architecture · Full Stack Development
·","Posted
1 day
ago",₹39.5L – ₹40L · No equity
Digital Marketing Trainee for RenB Digital,https://angel.co/company/re-engineering-business-solutions/jobs/650169-digital-marketing-trainee-for-renb-digital,Re-Engineering Business Solutions,https://angel.co/company/re-engineering-business-solution,"Full Time · Pune · Marketing · Business Development · Social Media Marketing · Communication Skills · Digital Marketing
·","Posted
1 day
ago","₹7,000 – ₹12,000 · No equity"
Automobile Designer,https://angel.co/company/strictly-electric/jobs/650164-automobile-designer,Strictly-Electric,https://angel.co/company/strictly-electric,"Full Time · Mumbai · Dadar
·","Posted
1 day
ago","₹15,000 – ₹20,000 · No equity"
Digital Marketing Executive (Paid),https://angel.co/company/shop101/jobs/650162-digital-marketing-executive-paid,Shop101,https://angel.co/company/shop101,"Full Time · Vikhroli West · Social Media Marketing · Digital Marketing · Marketing Management · Facebook marketing (paid and organic)
·","Posted
1 day
ago",₹3L – ₹5.5L · No equity
Category Marketing Manager,https://angel.co/company/shop101/jobs/646175-category-marketing-manager,Shop101,https://angel.co/company/shop101,"Full Time · Vikhroli West · Marketing · Category Marketing · New Category & Market Development · Category Marketing - Ecommerce
·



Posted
8 days
ago",,₹5L – ₹10L · No equity
Senior Recruiter,https://angel.co/company/shop101/jobs/641592-senior-recruiter,Shop101,https://angel.co/company/shop101,"Full Time · Vikhroli East · Recruitment · Technical Sourcing · Talent Aquisition · Technical Hiring
·



Posted
15 days
ago",,₹5L – ₹10L · No equity
Catalog Manager,https://angel.co/company/shop101/jobs/630669-catalog-manager,Shop101,https://angel.co/company/shop101,"Full Time · Vikhroli West · Operations Manager · Catalog Design · cataloging · Brochures and Catalog · CATALOGUE MANAGEMENT
·



Posted
about 1 month
ago",,₹3.5L – ₹5L · No equity
Pricing Executive,https://angel.co/company/shop101/jobs/628714-pricing-executive,Shop101,https://angel.co/company/shop101,"Full Time · Vikhroli West · Operations
·



Posted
about 1 month
ago",,₹2.5L – ₹3.5L · No equity
Team Lead- Telecalling,https://angel.co/company/shop101/jobs/628710-team-lead-telecalling,Shop101,https://angel.co/company/shop101,"Full Time · Mumbai · Customer Service · Team Lead · credit cards · Tele Calling
·



Posted
about 1 month
ago",,₹6L – ₹7L · No equity
Product Analyst,https://angel.co/company/shop101/jobs/628685-product-analyst,Shop101,https://angel.co/company/shop101,"Full Time · Vikhroli West · Product Manager · Business Analyst · Product Analyst
·



Posted
about 1 month
ago",,₹10L – ₹20L · No equity
Payment Executive,https://angel.co/company/shop101/jobs/628684-payment-executive,Shop101,https://angel.co/company/shop101,"Full Time · Vikhroli West · Finance/Accounting · Payments
·



Posted
about 1 month
ago",,₹2.5L – ₹3L · No equity
Senior Accounts Executive,https://angel.co/company/shop101/jobs/628682-senior-accounts-executive,Shop101,https://angel.co/company/shop101,"Full Time · Mumbai · Account Executive · Microsoft Excel · Company Secretarial and Corporate · Tally · company secretary
·



Posted
about 1 month
ago",,₹5L – ₹7L · No equity
Social Escalation Expert,https://angel.co/company/shop101/jobs/628678-social-escalation-expert,Shop101,https://angel.co/company/shop101,"Full Time · Mumbai · Customer Service · Customer Service - Escalations · Social Media Escalations
·



Posted
about 1 month
ago",,₹4L – ₹7L · No equity
Catalog Upload Executive,https://angel.co/company/shop101/jobs/628677-catalog-upload-executive,Shop101,https://angel.co/company/shop101,"Full Time · Vikhroli West · Operations · cataloging · CATALOGUE MANAGEMENT
·



Posted
about 1 month
ago",,₹2.5L – ₹3L · No equity
Assistant Category Manager,https://angel.co/company/shop101/jobs/575007-assistant-category-manager,Shop101,https://angel.co/company/shop101,"Full Time · Mumbai · Business Development
·



Posted
4 months
ago",,₹8L – ₹10L · No equity
DevOps Engineer,https://angel.co/company/shop101/jobs/574999-devops-engineer,Shop101,https://angel.co/company/shop101,"Full Time · Mumbai · DevOps
·



Posted
4 months
ago",,₹15L – ₹20L · No equity
Recruiter,https://angel.co/company/shop101/jobs/574914-recruiter,Shop101,https://angel.co/company/shop101,"Full Time · Mumbai · Recruiter · Recruiting · Technical Recruiting · Recruitment · Technical & Customer Support
·



Posted
4 months
ago",,₹6L – ₹10L · No equity
Data Engineer,https://angel.co/company/shop101/jobs/574899-data-engineer,Shop101,https://angel.co/company/shop101,"Full Time · Mumbai · Data Scientist · Business Analyst
·



Posted
4 months
ago",,₹10L – ₹20L · No equity
Data Scientist,https://angel.co/company/shop101/jobs/574897-data-scientist,Shop101,https://angel.co/company/shop101,"Full Time · Mumbai · Data Scientist
·



Posted
4 months
ago",,₹15L – ₹25L · No equity
Visual Designer,https://angel.co/company/shop101/jobs/461095-visual-designer,Shop101,https://angel.co/company/shop101,"Full Time · Mumbai · Visual Designer
·



Posted
11 months
ago",,₹4L – ₹6L · No equity
Scriptwriter / Copywriter,https://angel.co/company/shop101/jobs/453011-scriptwriter-copywriter,Shop101,https://angel.co/company/shop101,"Full Time · Mumbai · Content Creator · Script Writing · Video Script Writing · Script Writing for Video Promotion
·



Posted
12 months
ago",,₹3.6L – ₹6L · No equity
